item_category,pv,cart,fav,buy,uv,pv/uv,convert_buy_rate,buy_rate
3073794,2513,251,120,132,1410,1.78,0.05253,0.08
2099400,1733,103,86,91,699,2.48,0.05251,0.11
830622,400,21,13,21,144,2.78,0.0525,0.13
4235673,5984,519,170,314,2224,2.69,0.05247,0.11
1494023,572,59,13,30,206,2.78,0.05245,0.12
1462446,12882,1203,377,675,4878,2.64,0.0524,0.11
120033,10634,538,250,557,4676,2.27,0.05238,0.1
4976066,5060,422,199,265,2051,2.47,0.05237,0.11
3617337,4278,335,129,224,991,4.32,0.05236,0.19
3877257,172,18,13,9,81,2.12,0.05233,0.09
3903234,822,50,18,43,499,1.65,0.05231,0.07
4211233,1262,141,58,66,560,2.25,0.0523,0.1
4423023,153,10,5,8,61,2.51,0.05229,0.12
1265358,162492,13582,4982,8490,56519,2.87,0.05225,0.12
82924,134,18,9,7,90,1.49,0.05224,0.07
4595260,632,25,14,33,394,1.6,0.05222,0.07
1132465,1571,143,66,82,886,1.77,0.0522,0.08
4056794,4065,393,141,212,1766,2.3,0.05215,0.1
2154669,16771,1456,670,874,8369,2.0,0.05211,0.09
4513669,192,10,8,10,68,2.82,0.05208,0.13
5011708,96,12,5,5,45,2.13,0.05208,0.09
4857065,96,8,1,5,53,1.81,0.05208,0.09
360941,96,4,4,5,54,1.78,0.05208,0.05
4443922,5781,495,256,301,2499,2.31,0.05207,0.1
1356029,3075,136,95,160,1209,2.54,0.05203,0.11
155799,173,6,3,9,73,2.37,0.05202,0.09
5148696,3213,186,68,167,1188,2.7,0.05198,0.11
1440390,5156,414,238,268,2169,2.38,0.05198,0.11
2273944,1328,109,64,69,521,2.55,0.05196,0.12
916973,5063,453,168,263,1943,2.61,0.05195,0.11
431452,22139,1928,883,1150,7678,2.88,0.05194,0.12
1207502,1464,82,22,76,601,2.44,0.05191,0.11
4374797,212,23,8,11,81,2.62,0.05189,0.12
1916025,4434,470,154,230,2244,1.98,0.05187,0.09
4814620,1003,56,30,52,420,2.39,0.05184,0.11
578336,521,40,17,27,250,2.08,0.05182,0.1
3253210,26111,2091,513,1353,12583,2.08,0.05182,0.09
4388856,193,12,9,10,76,2.54,0.05181,0.06
1264320,3050,150,60,158,1200,2.54,0.0518,0.12
246973,444,39,16,23,193,2.3,0.0518,0.1
2062378,444,43,16,23,225,1.97,0.0518,0.08
1213320,9123,1000,422,472,4332,2.11,0.05174,0.09
4840256,174,12,3,9,72,2.42,0.05172,0.09
3131155,290,17,6,15,153,1.9,0.05172,0.09
2082380,174,4,2,9,139,1.25,0.05172,0.03
4196608,58,2,1,3,48,1.21,0.05172,0.06
1454926,58,3,2,3,49,1.18,0.05172,0.06
3177877,37030,2741,987,1915,9091,4.07,0.05171,0.17
2195789,20208,1963,606,1045,5969,3.39,0.05171,0.15
2020240,14561,1573,606,753,6029,2.42,0.05171,0.1
815501,9805,658,242,506,4344,2.26,0.05161,0.1
2817286,795,69,43,41,399,1.99,0.05157,0.09
2887965,2211,144,62,114,1297,1.7,0.05156,0.08
4261392,4424,268,160,228,2080,2.13,0.05154,0.1
904673,136,4,1,7,88,1.55,0.05147,0.07
4197122,1148,98,29,59,445,2.58,0.05139,0.11
571588,467,37,10,24,280,1.67,0.05139,0.07
5108490,292,14,9,15,83,3.52,0.05137,0.14
2533979,915,46,34,47,359,2.55,0.05137,0.11
1485805,760,67,51,39,548,1.39,0.05132,0.05
3797203,5710,537,263,293,2483,2.3,0.05131,0.1
1191306,78,4,0,4,21,3.71,0.05128,0.14
2354072,78,9,0,4,26,3.0,0.05128,0.15
201150,78,2,0,4,37,2.11,0.05128,0.11
4358674,39,4,0,2,19,2.05,0.05128,0.05
4376524,1053,83,41,54,603,1.75,0.05128,0.08
869314,39,2,1,2,24,1.62,0.05128,0.08
3756425,234,16,7,12,147,1.59,0.05128,0.08
1627611,78,7,1,4,51,1.53,0.05128,0.07
2095707,566,45,23,29,342,1.65,0.05124,0.07
3102658,820,74,17,42,318,2.58,0.05122,0.11
80482,2812,213,90,144,1211,2.32,0.05121,0.11
752128,1543,101,48,79,514,3.0,0.0512,0.13
5135255,430,70,24,22,330,1.3,0.05116,0.05
1767199,528,64,24,27,282,1.87,0.05114,0.09
4934549,802,44,30,41,321,2.5,0.05112,0.11
2089582,7473,889,266,382,3495,2.14,0.05112,0.09
515708,274,37,26,14,215,1.27,0.05109,0.05
2508333,1762,264,91,90,892,1.98,0.05108,0.08
4315183,823,49,34,42,268,3.07,0.05103,0.13
1274818,7564,414,216,386,3450,2.19,0.05103,0.1
1885585,588,81,34,30,278,2.12,0.05102,0.09
4489615,392,33,11,20,247,1.59,0.05102,0.07
4904396,3334,322,115,170,933,3.57,0.05099,0.15
2867703,510,33,13,26,288,1.77,0.05098,0.09
145388,412,40,13,21,234,1.76,0.05097,0.07
256001,883,85,33,45,553,1.6,0.05096,0.07
1281603,3121,178,128,159,1300,2.4,0.05095,0.1
2259994,6602,583,230,336,2280,2.9,0.05089,0.13
1526654,393,41,33,20,199,1.97,0.05089,0.06
2896142,21659,1626,737,1102,7493,2.89,0.05088,0.12
2046640,629,70,20,32,318,1.98,0.05087,0.08
1440065,865,76,16,44,597,1.45,0.05087,0.06
438014,59,1,0,3,20,2.95,0.05085,0.1
4248234,177,11,1,9,64,2.77,0.05085,0.12
2854994,1003,102,37,51,508,1.97,0.05085,0.08
4852691,118,4,3,6,61,1.93,0.05085,0.06
2675427,10998,987,401,559,5648,1.95,0.05083,0.08
2604507,13283,842,387,675,5963,2.23,0.05082,0.09
79592,433,36,42,22,293,1.48,0.05081,0.06
1168596,8628,916,393,438,4218,2.05,0.05076,0.08
1842993,17324,1648,476,879,5653,3.06,0.05074,0.13
2337658,276,21,5,14,114,2.42,0.05072,0.12
1753262,750,60,40,38,236,3.18,0.05067,0.15
3290084,1856,105,28,94,643,2.89,0.05065,0.07
856881,158,6,2,8,48,3.29,0.05063,0.1
2142247,237,13,1,12,112,2.12,0.05063,0.1
2046227,79,12,7,4,53,1.49,0.05063,0.06
1464116,683641,60600,24795,34589,170789,4.0,0.0506,0.16
1628899,2372,122,61,120,954,2.49,0.05059,0.1
1414911,7200,458,207,364,2664,2.7,0.05056,0.11
2422417,6744,529,234,341,2707,2.49,0.05056,0.11
4487980,554,36,15,28,307,1.8,0.05054,0.08
2805193,9165,819,307,463,4148,2.21,0.05052,0.09
2456212,297,25,21,15,113,2.63,0.05051,0.12
841074,297,14,4,15,198,1.5,0.05051,0.07
327651,5532,562,251,279,3059,1.81,0.05043,0.08
913035,5236,352,102,264,1615,3.24,0.05042,0.13
3606606,615,41,9,31,213,2.89,0.05041,0.13
3141941,6328,546,341,319,2807,2.25,0.05041,0.1
1699768,1091,85,49,55,559,1.95,0.05041,0.09
4337219,655,27,16,33,203,3.23,0.05038,0.1
611849,36996,3748,1290,1864,11768,3.14,0.05038,0.12
2970693,477,31,19,24,172,2.77,0.05031,0.12
409502,318,7,16,16,200,1.59,0.05031,0.07
4915680,23935,2197,977,1204,8867,2.7,0.0503,0.11
1462051,5130,384,139,258,2044,2.51,0.05029,0.11
1588377,179,6,3,9,74,2.42,0.05028,0.11
656392,2171,153,59,109,655,3.31,0.05021,0.14
3405515,757,46,12,38,304,2.49,0.0502,0.12
3645620,259,11,3,13,113,2.29,0.05019,0.1
832330,777,85,25,39,419,1.85,0.05019,0.08
2201622,1395,90,36,70,583,2.39,0.05018,0.11
4199627,1177,106,43,59,431,2.73,0.05013,0.11
447553,1418,157,59,71,777,1.82,0.05007,0.08
3902978,40,4,1,2,12,3.33,0.05,0.08
5101743,40,4,1,2,20,2.0,0.05,0.1
4750383,60,0,2,3,32,1.88,0.05,0.09
1775706,140,7,1,7,83,1.69,0.05,0.08
4015341,100,6,1,5,67,1.49,0.05,0.06
1771100,40,1,1,2,28,1.43,0.05,0.07
4730421,60,0,0,3,42,1.43,0.05,0.07
3740731,60,7,1,3,43,1.4,0.05,0.06
3090850,15504,1282,682,775,7216,2.15,0.04999,0.09
1007732,2242,194,113,112,923,2.43,0.04996,0.1
3453741,5085,501,169,254,1906,2.67,0.04995,0.1
1031083,2082,165,62,104,856,2.43,0.04995,0.1
1639158,5532,484,194,276,2459,2.25,0.04989,0.09
502123,1945,144,67,97,648,3.0,0.04987,0.13
240681,742,48,39,37,466,1.59,0.04987,0.06
4334671,4753,395,201,237,2216,2.14,0.04986,0.09
825827,301,20,23,15,131,2.3,0.04983,0.09
4334077,11977,918,312,596,3666,3.27,0.04976,0.14
3381583,55437,5320,2356,2758,19880,2.79,0.04975,0.11
1912148,784,31,12,39,279,2.81,0.04974,0.11
3253440,3619,227,119,180,1303,2.78,0.04974,0.1
541347,3278,339,132,163,1529,2.14,0.04973,0.09
1639557,181,11,1,9,73,2.48,0.04972,0.11
3882159,885,48,28,44,379,2.34,0.04972,0.1
5147460,10480,684,283,521,4594,2.28,0.04971,0.09
2602866,161,7,2,8,88,1.83,0.04969,0.09
3450979,161,4,1,8,109,1.48,0.04969,0.06
182482,322,52,36,16,240,1.34,0.04969,0.05
846990,138861,13817,3846,6898,41352,3.36,0.04968,0.14
3204345,1269,87,24,63,856,1.48,0.04965,0.06
3461823,44776,3508,1295,2222,14841,3.02,0.04962,0.12
2313309,10628,930,497,527,3239,3.28,0.04959,0.13
3747679,2320,155,106,115,1044,2.22,0.04957,0.09
284601,787,91,36,39,471,1.67,0.04956,0.07
2201685,16653,990,371,825,6854,2.43,0.04954,0.1
2846152,4745,385,199,235,2348,2.02,0.04953,0.09
862523,3538,477,179,175,1726,2.05,0.04946,0.09
4921617,13144,816,430,650,5266,2.5,0.04945,0.1
1496373,182,25,31,9,114,1.6,0.04945,0.06
62469,4715,386,163,233,1941,2.43,0.04942,0.1
280472,344,45,24,17,185,1.86,0.04942,0.08
4789432,317687,22370,7765,15696,78286,4.06,0.04941,0.16
1045172,73014,5374,2941,3607,21762,3.36,0.0494,0.14
2595793,7955,791,267,393,3468,2.29,0.0494,0.08
2594715,162,11,11,8,95,1.71,0.04938,0.08
3847319,81,3,3,4,58,1.4,0.04938,0.06
4832627,81,6,2,4,60,1.35,0.04938,0.06
2904271,81,12,4,4,65,1.25,0.04938,0.05
3264973,466,50,13,23,327,1.43,0.04936,0.06
1062391,973,48,12,48,465,2.09,0.04933,0.09
2709371,142,13,4,7,79,1.8,0.0493,0.08
2533022,142,7,9,7,100,1.42,0.0493,0.06
4263090,812,61,18,40,353,2.3,0.04926,0.1
4868797,12695,804,379,625,4059,3.13,0.04923,0.12
4256011,1950,194,69,96,1061,1.84,0.04923,0.07
4209709,447,35,31,22,272,1.64,0.04922,0.06
4197599,61,5,0,3,21,2.9,0.04918,0.14
4074218,610,45,20,30,362,1.69,0.04918,0.07
1796440,122,4,1,6,93,1.31,0.04918,0.06
259455,651,48,22,32,375,1.74,0.04916,0.08
3787157,6430,665,244,316,2402,2.68,0.04914,0.11
690811,14497,1140,378,711,6343,2.29,0.04904,0.07
3832689,1224,78,38,60,381,3.21,0.04902,0.14
1373028,306,25,5,15,131,2.34,0.04902,0.09
2548906,102,8,1,5,52,1.96,0.04902,0.09
1064138,102,13,10,5,58,1.76,0.04902,0.07
4524254,204,9,14,10,121,1.69,0.04902,0.06
1602933,1571,56,26,77,355,4.43,0.04901,0.14
4958794,36855,3403,907,1806,14269,2.58,0.049,0.1
2147505,245,13,5,12,123,1.99,0.04898,0.07
268040,5108,322,143,250,1482,3.45,0.04894,0.14
4132735,4497,270,115,220,1810,2.48,0.04892,0.11
197048,695,51,23,34,506,1.37,0.04892,0.05
2716202,225,8,5,11,101,2.23,0.04889,0.1
2864132,348,11,6,17,154,2.26,0.04885,0.1
1222799,2438,196,74,119,863,2.83,0.04881,0.11
2834771,3893,341,180,190,2589,1.5,0.04881,0.06
1766039,6024,392,167,294,1751,3.44,0.0488,0.14
3895188,164,11,4,8,76,2.16,0.04878,0.09
3042295,41,5,0,2,26,1.58,0.04878,0.04
4392790,164,23,13,8,104,1.58,0.04878,0.07
4442223,41,2,2,2,30,1.37,0.04878,0.06
2814273,287,10,21,14,216,1.33,0.04878,0.05
2221749,10171,950,250,496,5282,1.93,0.04877,0.08
1811343,3467,322,184,169,1700,2.04,0.04875,0.08
3092897,1231,72,45,60,610,2.02,0.04874,0.09
1240688,3468,313,150,169,1167,2.97,0.04873,0.11
4107781,4269,204,239,208,1775,2.41,0.04872,0.09
2357594,493,33,22,24,275,1.79,0.04868,0.08
1189645,185,11,4,9,75,2.47,0.04865,0.11
2829055,185,25,7,9,124,1.49,0.04865,0.06
2337395,11370,753,276,553,3547,3.21,0.04864,0.14
4971055,987,65,47,48,594,1.66,0.04863,0.07
1433774,3110,160,93,151,854,3.64,0.04855,0.15
1625300,103,10,3,5,28,3.68,0.04854,0.13
1759909,5110,357,207,248,2592,1.97,0.04853,0.08
579105,2555,197,83,124,1415,1.81,0.04853,0.08
4281067,4431,409,128,215,1817,2.44,0.04852,0.1
3274325,619,69,23,30,279,2.22,0.04847,0.09
4045204,1218,123,45,59,755,1.61,0.04844,0.06
1219760,578,41,14,28,383,1.51,0.04844,0.07
3556745,351,26,0,17,123,2.85,0.04843,0.09
627715,1095,49,27,53,426,2.57,0.0484,0.11
2993711,62,0,1,3,25,2.48,0.04839,0.04
4907,517,48,7,25,306,1.69,0.04836,0.06
986862,269,14,12,13,111,2.42,0.04833,0.11
3774119,559,53,31,27,260,2.15,0.0483,0.08
3028501,2485,277,152,120,1117,2.22,0.04829,0.09
3844851,497,27,18,24,252,1.97,0.04829,0.09
4666620,290,19,14,14,145,2.0,0.04828,0.08
2168391,933,48,46,45,335,2.79,0.04823,0.1
4624272,2157,123,41,104,719,3.0,0.04822,0.12
4773090,166,23,3,8,67,2.48,0.04819,0.09
4061348,83,4,0,4,37,2.24,0.04819,0.1
2113028,768,68,20,37,326,2.36,0.04818,0.09
4793839,436,32,15,21,263,1.66,0.04817,0.07
3065645,141795,13139,4933,6828,46585,3.04,0.04815,0.12
2052384,540,37,14,26,352,1.53,0.04815,0.07
3519978,4553,459,244,219,3142,1.45,0.0481,0.06
914224,104,7,1,5,72,1.44,0.04808,0.06
2189821,104,11,1,5,75,1.39,0.04808,0.05
1136219,874,35,13,42,396,2.21,0.04805,0.06
2296439,45035,3514,1919,2164,24177,1.86,0.04805,0.08
2924780,791,34,22,38,501,1.58,0.04804,0.07
3421028,229,18,8,11,99,2.31,0.04803,0.09
3802074,229,0,3,11,109,2.1,0.04803,0.08
3595500,229,8,2,11,112,2.04,0.04803,0.05
5096198,229,13,12,11,112,2.04,0.04803,0.07
2657754,229,24,8,11,167,1.37,0.04803,0.06
2863357,125,18,9,6,81,1.54,0.048,0.06
2070466,125,20,4,6,86,1.45,0.048,0.06
68149,1688,77,36,81,978,1.73,0.04799,0.07
3465027,146,9,2,7,78,1.87,0.04795,0.08
3410245,15883,1115,535,761,6821,2.33,0.04791,0.09
4312015,814,72,8,39,545,1.49,0.04791,0.06
1929875,14905,980,492,714,6330,2.35,0.0479,0.1
3011767,2423,184,69,116,1152,2.1,0.04787,0.09
693142,188,11,6,9,137,1.37,0.04787,0.06
1720743,209,9,3,10,64,3.27,0.04785,0.13
2415168,6896,650,244,330,2438,2.83,0.04785,0.12
2251446,7838,650,230,375,4164,1.88,0.04784,0.07
2809407,4475,272,83,214,1160,3.86,0.04782,0.16
4894095,23377,2139,890,1118,8102,2.89,0.04782,0.12
585178,962,64,27,46,491,1.96,0.04782,0.07
4085342,4082,298,141,195,1145,3.57,0.04777,0.15
5095125,5613,333,153,268,2164,2.59,0.04775,0.1
720055,4232,355,98,202,1839,2.3,0.04773,0.09
2825431,3438,240,80,164,1285,2.68,0.0477,0.1
3211701,1007,54,25,48,432,2.33,0.04767,0.09
3314841,42,2,2,2,15,2.8,0.04762,0.11
2627359,84,3,0,4,40,2.1,0.04762,0.1
1186008,231,12,7,11,117,1.97,0.04762,0.05
1006249,63,3,2,3,33,1.91,0.04762,0.09
3419104,126,8,6,6,79,1.59,0.04762,0.07
986947,42,8,1,2,27,1.56,0.04762,0.07
878868,84,9,1,4,57,1.47,0.04762,0.06
5083778,42,3,1,2,30,1.4,0.04762,0.06
406219,63,2,1,3,50,1.26,0.04762,0.02
2303546,46505,3673,2191,2213,24838,1.87,0.04759,0.08
960102,11963,887,464,568,4650,2.57,0.04748,0.1
1506691,653,50,14,31,209,3.12,0.04747,0.12
3432434,1729,108,59,82,825,2.1,0.04743,0.09
281302,422,21,10,20,213,1.98,0.04739,0.09
1544586,5572,435,174,264,3026,1.84,0.04738,0.08
4960901,549,21,17,26,250,2.2,0.04736,0.08
2585015,3041,281,99,144,871,3.49,0.04735,0.1
5119295,359,10,20,17,262,1.37,0.04735,0.05
2729260,4564,409,165,216,1592,2.87,0.04733,0.11
2791755,613,51,17,29,281,2.18,0.04731,0.09
2627037,148,14,4,7,81,1.83,0.0473,0.08
572644,444,42,11,21,280,1.59,0.0473,0.06
837488,571,28,20,27,221,2.58,0.04729,0.1
3988258,3956,221,200,187,1466,2.7,0.04727,0.1
1363459,2518,197,67,119,804,3.13,0.04726,0.13
3013389,127,14,2,6,77,1.65,0.04724,0.07
1098042,360,20,10,17,151,2.38,0.04722,0.11
994464,1696,234,79,80,834,2.03,0.04717,0.08
4338029,2418,127,67,114,716,3.38,0.04715,0.15
1849958,2227,115,53,105,966,2.31,0.04715,0.08
2927057,891,68,30,42,478,1.86,0.04714,0.08
3407883,56501,4760,1780,2663,18998,2.97,0.04713,0.12
1635194,5241,443,155,247,1770,2.96,0.04713,0.12
2328010,4117,338,133,194,1750,2.35,0.04712,0.1
561327,1380,62,42,65,740,1.86,0.0471,0.08
2827046,85,6,6,4,56,1.52,0.04706,0.07
1853264,85,5,2,4,70,1.21,0.04706,0.06
2337136,2104,185,78,99,1048,2.01,0.04705,0.08
897580,702,57,31,33,288,2.44,0.04701,0.1
845650,17246,1363,539,810,5760,2.99,0.04697,0.12
2559185,362,24,11,17,198,1.83,0.04696,0.08
2612425,4473,271,125,210,1199,3.73,0.04695,0.15
2685357,9675,781,318,454,3226,3.0,0.04693,0.11
1140902,277,15,12,13,99,2.8,0.04693,0.11
3132593,8140,730,264,382,3598,2.26,0.04693,0.09
4974254,7267,716,328,341,2397,3.03,0.04692,0.12
4075346,64,5,3,3,21,3.05,0.04688,0.12
261723,128,12,0,6,61,2.1,0.04688,0.09
3733848,64,4,0,3,49,1.31,0.04688,0.04
3500710,44180,3466,968,2070,21240,2.08,0.04685,0.08
4772448,2651,123,169,124,1254,2.11,0.04677,0.08
4988053,2397,100,34,112,728,3.29,0.04673,0.1
1552636,428,26,15,20,192,2.23,0.04673,0.08
2100800,107,3,5,5,69,1.55,0.04673,0.05
1479868,1370,89,43,64,687,1.99,0.04672,0.09
2181439,1777,84,38,83,585,3.04,0.04671,0.13
1113817,4499,478,152,210,1903,2.36,0.04668,0.09
2055312,707,43,22,33,318,2.22,0.04668,0.07
2672392,6964,520,226,325,3642,1.91,0.04667,0.08
1504264,300,39,15,14,180,1.67,0.04667,0.07
903809,331245,26608,8979,15447,85733,3.86,0.04663,0.14
2529187,63005,5598,2419,2937,29510,2.14,0.04662,0.09
1331923,944,111,24,44,577,1.64,0.04661,0.07
4042890,4594,394,192,214,2522,1.82,0.04658,0.07
4258547,816,38,11,38,264,3.09,0.04657,0.12
2815065,24104,2023,729,1122,8839,2.73,0.04655,0.11
337775,2041,200,92,95,930,2.19,0.04655,0.08
3693205,752,45,18,35,274,2.74,0.04654,0.11
3285641,1526,168,73,71,1167,1.31,0.04653,0.05
14900,3332,179,83,155,1920,1.74,0.04652,0.07
866955,387,33,13,18,146,2.65,0.04651,0.11
4832262,86,11,2,4,39,2.21,0.04651,0.07
66078,86,2,2,4,41,2.1,0.04651,0.07
2915438,43,4,1,2,22,1.95,0.04651,0.09
5113054,43,0,0,2,24,1.79,0.04651,0.08
2147425,43,5,1,2,26,1.65,0.04651,0.07
1011991,43,3,2,2,37,1.16,0.04651,0.05
2429775,4523,251,73,210,2309,1.96,0.04643,0.08
609839,237,13,2,11,99,2.39,0.04641,0.09
2786875,819,38,12,38,397,2.06,0.0464,0.09
4864746,431,50,51,20,232,1.86,0.0464,0.07
2409937,4720,329,157,219,3138,1.5,0.0464,0.06
3577636,17292,652,482,802,5266,3.28,0.04638,0.13
1289154,345,34,15,16,201,1.72,0.04638,0.07
2782399,9834,820,463,456,5194,1.89,0.04637,0.07
1990766,259,32,18,12,187,1.39,0.04633,0.06
5108899,691,49,13,32,427,1.62,0.04631,0.07
543590,756,63,50,35,430,1.76,0.0463,0.06
1696979,1404,140,58,65,802,1.75,0.0463,0.07
4818679,216,0,0,10,155,1.39,0.0463,0.06
827837,389,36,9,18,187,2.08,0.04627,0.08
97554,281,10,6,13,148,1.9,0.04626,0.07
1730594,12244,1452,462,566,5908,2.07,0.04623,0.08
1405724,238,13,4,11,145,1.64,0.04622,0.07
2720496,887,86,45,41,553,1.6,0.04622,0.06
1787284,65,1,0,3,34,1.91,0.04615,0.09
3193449,130,9,5,6,98,1.33,0.04615,0.06
2666911,3623,266,88,167,1469,2.47,0.04609,0.1
2773917,5103,357,134,235,1634,3.12,0.04605,0.12
63813,4974,325,135,229,1475,3.37,0.04604,0.13
2429887,5672,572,197,261,2002,2.83,0.04602,0.11
3568839,3369,215,79,155,1065,3.16,0.04601,0.13
1960523,696,38,23,32,233,2.99,0.04598,0.13
2649129,696,53,39,32,282,2.47,0.04598,0.09
3277189,87,10,7,4,49,1.78,0.04598,0.05
4617666,87,2,2,4,61,1.43,0.04598,0.06
1548278,51171,3607,1742,2352,16108,3.18,0.04596,0.13
2728585,3268,289,103,150,1930,1.69,0.0459,0.07
1245220,3269,105,62,150,1365,2.39,0.04589,0.1
777988,1504,141,54,69,999,1.51,0.04588,0.06
3013799,436,23,8,20,185,2.36,0.04587,0.08
2178633,109,2,8,5,53,2.06,0.04587,0.08
2578034,2835,153,109,130,1076,2.63,0.04586,0.11
1672287,1112,59,37,51,560,1.99,0.04586,0.08
767106,22848,2354,884,1047,11860,1.93,0.04582,0.07
1355400,131,19,8,6,79,1.66,0.0458,0.05
4258246,131,8,5,6,84,1.56,0.0458,0.07
1867533,10460,892,421,479,3833,2.73,0.04579,0.11
1737857,18769,1620,485,859,6055,3.1,0.04577,0.12
2616773,3103,269,78,142,1253,2.48,0.04576,0.1
1443426,306,15,8,14,100,3.06,0.04575,0.1
3605124,153,2,6,7,57,2.68,0.04575,0.12
3230581,153,14,5,7,76,2.01,0.04575,0.05
5012555,4835,409,114,221,1836,2.63,0.04571,0.1
334210,1291,130,65,59,500,2.58,0.0457,0.08
1765179,197,17,11,9,141,1.4,0.04569,0.05
1089685,17818,1804,709,813,5399,3.3,0.04563,0.1
1466687,3046,207,143,139,1017,3.0,0.04563,0.12
1079326,1030,62,22,47,545,1.89,0.04563,0.07
1464940,263,31,10,12,159,1.65,0.04563,0.06
2467853,2105,140,56,96,1249,1.69,0.04561,0.05
880704,4254,305,161,194,1835,2.32,0.0456,0.09
1872294,14038,1427,558,640,6021,2.33,0.04559,0.09
3304099,417,27,8,19,160,2.61,0.04556,0.07
2164274,5667,348,137,258,2184,2.59,0.04553,0.1
2828436,4789,380,114,218,2017,2.37,0.04552,0.09
3840905,3387,339,150,154,1817,1.86,0.04547,0.07
3978441,418,58,17,19,191,2.19,0.04545,0.08
4038480,924,71,32,42,497,1.86,0.04545,0.08
95456,220,16,7,10,120,1.83,0.04545,0.07
5155437,66,10,2,3,45,1.47,0.04545,0.05
4639422,66,5,0,3,47,1.4,0.04545,0.06
3919123,44,2,3,2,36,1.22,0.04545,0.05
3951473,44,3,0,2,36,1.22,0.04545,0.05
1411976,44,0,2,2,37,1.19,0.04545,0.05
1566469,1167,91,33,53,402,2.9,0.04542,0.11
3410573,6236,449,142,283,2256,2.76,0.04538,0.1
1195469,485,32,12,22,247,1.96,0.04536,0.08
2208169,6421,304,105,291,2105,3.05,0.04532,0.12
472985,7612,590,228,345,2775,2.74,0.04532,0.11
1356170,3292,233,116,149,1621,2.03,0.04526,0.07
4017881,442,38,18,20,191,2.31,0.04525,0.09
216695,663,33,19,30,512,1.29,0.04525,0.05
1893541,2697,164,83,122,1274,2.12,0.04524,0.08
4645906,3493,236,124,158,1364,2.56,0.04523,0.1
784897,1548,77,41,70,705,2.2,0.04522,0.08
1107116,376,21,5,17,169,2.22,0.04521,0.08
3232866,177,28,3,8,115,1.54,0.0452,0.05
3006470,177,2,6,8,128,1.38,0.0452,0.06
2672589,974,65,14,44,372,2.62,0.04517,0.1
4768477,1707,111,47,77,649,2.63,0.04511,0.1
4698156,133,20,17,6,72,1.85,0.04511,0.06
4590639,111,18,4,5,37,3.0,0.04505,0.12
3607211,111,4,0,5,62,1.79,0.04505,0.05
2479831,2090,185,68,94,736,2.84,0.04498,0.1
2754205,4758,361,190,214,1881,2.53,0.04498,0.1
4300827,89,12,2,4,27,3.3,0.04494,0.1
4062559,21230,1908,969,954,7573,2.8,0.04494,0.1
1835558,89,3,1,4,46,1.93,0.04494,0.04
4484303,178,17,1,8,117,1.52,0.04494,0.05
1637551,89,4,0,4,62,1.44,0.04494,0.06
4428208,89,0,4,4,66,1.35,0.04494,0.06
4840206,958,69,36,43,461,2.08,0.04489,0.08
573847,3899,239,59,175,980,3.98,0.04488,0.16
399980,1649,121,68,74,827,1.99,0.04488,0.08
970588,312,16,6,14,145,2.15,0.04487,0.07
2812445,10298,701,376,462,3517,2.93,0.04486,0.06
1414652,580,27,22,26,207,2.8,0.04483,0.11
1988672,2344,146,53,105,757,3.1,0.0448,0.11
4921353,3505,196,86,157,981,3.57,0.04479,0.13
5099474,11298,1246,609,506,4578,2.47,0.04479,0.09
2981856,6498,553,262,291,2316,2.81,0.04478,0.11
2750866,67,0,1,3,38,1.76,0.04478,0.08
671838,268,30,7,12,185,1.45,0.04478,0.06
900930,67,6,0,3,50,1.34,0.04478,0.05
1540196,67,6,1,3,55,1.22,0.04478,0.03
3729292,6770,451,242,303,2180,3.11,0.04476,0.11
3944885,6635,356,144,297,3344,1.98,0.04476,0.08
586496,3309,199,70,148,999,3.31,0.04473,0.13
3866248,2146,187,80,96,835,2.57,0.04473,0.1
4207901,1074,84,32,48,358,3.0,0.04469,0.12
791327,13119,1307,530,586,5417,2.42,0.04467,0.09
2494401,336,4,4,15,87,3.86,0.04464,0.15
2615163,7773,625,299,347,2208,3.52,0.04464,0.12
477292,10775,655,291,481,3432,3.14,0.04464,0.11
3935940,13104,1461,594,585,5142,2.55,0.04464,0.1
1193591,112,0,8,5,71,1.58,0.04464,0.06
2066743,7240,764,297,323,2115,3.42,0.04461,0.13
2360985,3992,317,140,178,1342,2.97,0.04459,0.11
685330,5001,444,146,223,1865,2.68,0.04459,0.1
3780598,785,75,41,35,328,2.39,0.04459,0.1
1422133,157,9,4,7,92,1.71,0.04459,0.07
1388982,2086,182,44,93,1026,2.03,0.04458,0.06
1341913,516,67,22,23,351,1.47,0.04457,0.05
3087839,449,28,17,20,232,1.94,0.04454,0.07
186515,292,27,11,13,122,2.39,0.04452,0.1
979761,2451,207,58,109,744,3.29,0.04447,0.12
2561082,1102,66,30,49,436,2.53,0.04446,0.1
3343095,17865,1072,491,794,5531,3.23,0.04444,0.13
4931012,45,2,0,2,15,3.0,0.04444,0.12
390188,225,19,4,10,112,2.01,0.04444,0.08
1828144,270,24,8,12,164,1.65,0.04444,0.07
4964623,225,19,5,10,150,1.5,0.04444,0.06
665347,45,5,1,2,32,1.41,0.04444,0.06
3305081,450,61,27,20,393,1.15,0.04444,0.04
221393,3018,266,97,134,1375,2.19,0.0444,0.08
3456641,13652,793,521,606,5577,2.45,0.04439,0.09
1326769,338,22,7,15,266,1.27,0.04438,0.05
